Gene_ID	KOFAM
UHM27.10829__k141_117208_3	K17218
UHM27.10829__k141_87998_7	K08983
UHM27.10829__k141_140395_2	NA
UHM27.10829__k141_134813_14	NA
UHM27.10829__k141_134813_46	NA
UHM27.10829__k141_129559_5	K01999
UHM27.10829__k141_18508_81	NA
UHM27.10829__k141_89383_1	K00677
UHM27.10829__k141_8630_47	K19082
UHM27.10829__k141_130497_3	NA
UHM27.10829__k141_96531_2	K08195
UHM27.10829__k141_106581_136	K03558
UHM27.10829__k141_4759_2	NA
UHM27.10829__k141_113996_2	NA
UHM27.10829__k141_85924_25	K01678
UHM27.10829__k141_137101_2	K09919
UHM27.10829__k141_98594_6	K22230
UHM27.10829__k141_98594_38	NA
UHM27.10829__k141_121690_31	NA
UHM27.10829__k141_184648_2	K03088
UHM27.10829__k141_184648_2	K23514
UHM27.10829__k141_168410_2	NA
UHM27.10829__k141_45845_2	NA
UHM31.10830__k141_25986_30	NA
UHM31.10830__k141_3306_86	K07795
UHM31.10830__k141_74663_16	K03313
UHM31.10830__k141_45405_24	K02303
UHM31.10830__k141_90906_32	K01697
UHM31.10830__k141_87724_2	K11751
UHM31.10830__k141_35856_139	NA
UHM31.10830__k141_23061_24	K00075
UHM31.10830__k141_9900_28	K01881
UHM31.10830__k141_101013_141	K02459
UHM31.10830__k141_7059_57	K03522
UHM31.10830__k141_101177_4	K02967
UHM31.10830__k141_101177_36	K02038
UHM31.10830__k141_23683_85	K00059
UHM31.10830__k141_42825_89	K14742
UHM31.10830__k141_30233_48	NA
UHM31.10830__k141_4038_159	K18900
UHM31.10830__k141_4038_255	NA
UHM31.10830__k141_4038_319	NA
UHM31.10830__k141_79202_52	K02014
UHM31.10830__k141_79202_84	K17760
UHM31.10830__k141_79202_116	K01066
UHM31.10830__k141_67004_35	K03270
UHM31.10830__k141_47634_53	K03406
UHM31.10830__k141_82924_27	K11068
UHM31.10830__k141_92575_176	NA
UHM31.10830__k141_22207_16	K00820
UHM31.10830__k141_95561_83	K00821
UHM31.10830__k141_95561_115	K01487
UHM31.10830__k141_22208_174	NA
UHM31.10830__k141_76952_16	NA
UHM31.10830__k141_69930_20	NA
UHM31.10830__k141_69930_84	NA
UHM31.10830__k141_69930_148	NA
UHM31.10830__k141_11993_136	K07795
UHM31.10830__k141_48182_6	K02014
UHM31.10830__k141_48182_6	K16088
UHM31.10830__k141_70449_147	K07795
UHM31.10830__k141_70449_211	K13292
UHM31.10830__k141_48432_35	K11901
UHM31.10830__k141_48432_67	NA
UHM31.10830__k141_48432_163	K00799
UHM31.10830__k141_48432_163	K11209
UHM31.10830__k141_48432_227	K10804
UHM31.10830__k141_48432_291	NA
UHM31.10830__k141_77684_29	NA
UHM31.35748__k141_8689_2	K01462
UHM31.35748__k141_118261_3	NA
UHM31.35748__k141_131149_3	K00374
UHM31.35748__k141_89101_2	K03414
UHM31.35748__k141_46799_2	NA
UHM31.35748__k141_80728_2	K06222
UHM31.35748__k141_76373_5	NA
UHM31.35748__k141_25927_6	NA
UHM31.35748__k141_93819_4	NA
UHM31.35748__k141_127794_3	NA
UHM31.35748__k141_94154_8	K01142
UHM31.35748__k141_119376_4	K00986
UHM31.35748__k141_69334_3	NA
UHM31.35748__k141_116237_4	NA
UHM31.35748__k141_128807_3	NA
UHM31.35748__k141_124768_4	K18143
UHM31.35748__k141_19899_5	K15408
UHM31.35748__k141_39977_2	K00796
UHM31.35748__k141_10890_6	K02030
UHM31.35748__k141_75733_3	K09882
UHM31.35748__k141_58699_6	K02030
UHM31.35748__k141_58699_6	K09969
UHM31.35748__k141_24372_4	NA
UHM31.35748__k141_113453_3	NA
UHM31.35749__k141_156417_30	K19296
UHM31.35749__k141_156417_62	K06020
UHM31.35749__k141_125361_62	K08218
UHM31.35749__k141_6681_3	NA
UHM31.35749__k141_6681_131	NA
UHM31.35749__k141_144408_12	K02039
UHM31.35749__k141_100744_76	NA
UHM31.35749__k141_125874_160	NA
UHM31.35749__k141_125874_192	NA
UHM31.35749__k141_75441_31	K12511
UHM31.35749__k141_107087_16	K02558
UHM31.35749__k141_163315_49	K08289
UHM31.35749__k141_188678_45	K00249
UHM31.35749__k141_107343_19	K02014
UHM31.35749__k141_94853_142	K00128
UHM31.35749__k141_94853_142	K00146
UHM31.35749__k141_107760_2	K00337
UHM31.35749__k141_107760_34	K00154
UHM31.35749__k141_1890_4	K02002
UHM31.35749__k141_83383_37	NA
UHM31.35749__k141_76232_41	K16784
UHM31.35749__k141_76232_73	NA
UHM31.35749__k141_119885_48	K07795
UHM31.35749__k141_119885_80	NA
UHM31.35749__k141_108456_10	NA
UHM31.35749__k141_108456_74	K02019
UHM31.35749__k141_58634_9	K02050
UHM31.35749__k141_58634_41	K06188
UHM31.35749__k141_45348_24	NA
UHM31.35749__k141_132430_13	K02527
UHM31.35749__k141_132430_45	K07677
UHM31.35749__k141_108778_19	K01679
UHM31.35749__k141_196864_27	K01734
UHM31.35749__k141_196864_91	NA
UHM31.35749__k141_196864_219	K01736
UHM31.35749__k141_78116_7	K19743
UHM31.35749__k141_78116_39	NA
UHM31.35749__k141_103954_3	K01754
UHM31.35749__k141_9123_5	NA
UHM31.35749__k141_147453_14	K01578
UHM31.35749__k141_147453_78	K05825
UHM31.35749__k141_70934_6	K23997
UHM31.35749__k141_97747_35	NA
UHM31.35749__k141_16098_38	K00626
UHM31.35749__k141_24031_101	K03651
UHM31.35749__k141_141146_8	NA
UHM31.35749__k141_165894_148	K00831
UHM31.35749__k141_148736_1	K03841
UHM31.35749__k141_192803_32	K02391
UHM31.35749__k141_192803_32	K02392
UHM31.35749__k141_28744_182	NA
UHM31.35749__k141_151826_197	NA
UHM31.35749__k141_167460_8	K03805
UHM31.35749__k141_167460_72	NA
UHM31.35749__k141_135520_116	K25986
UHM31.35749__k141_167741_12	K00074
UHM31.35749__k141_42932_153	NA
UHM31.35749__k141_42932_185	NA
UHM33.10831__k141_128140_66	NA
UHM33.10831__k141_119890_118	K01414
UHM33.10831__k141_53809_69	NA
UHM33.10831__k141_53809_133	K03977
UHM33.10831__k141_53809_293	K01649
UHM33.10831__k141_21422_29	NA
UHM33.10831__k141_87362_18	K01999
UHM33.10831__k141_87362_50	K00481
UHM33.10831__k141_103788_24	K14698
UHM33.10831__k141_50185_21	K07795
UHM33.10831__k141_70721_33	NA
UHM33.10831__k141_37764_67	K07248
UHM33.10831__k141_120433_9	K03723
UHM33.10831__k141_128754_23	K02274
UHM33.10831__k141_128754_87	K07795
UHM33.10831__k141_70952_14	NA
UHM33.10831__k141_71025_4	K05815
UHM33.10831__k141_71025_132	K02517
UHM33.10831__k141_71025_164	NA
UHM33.10831__k141_71101_10	K16165
UHM33.10831__k141_108408_6	NA
UHM33.10831__k141_30246_3	K00948
UHM33.10831__k141_63069_16	K01897
UHM33.10831__k141_117353_73	K07160
UHM33.10831__k141_117353_105	K03406
UHM33.10831__k141_108597_33	NA
UHM33.10831__k141_108597_65	NA
UHM33.10831__k141_38576_38	NA
UHM33.10831__k141_38576_102	K00941
UHM33.10831__k141_17799_27	K03671
UHM33.10831__k141_17799_27	K05838
UHM33.10831__k141_17799_59	NA
UHM33.10831__k141_113269_4	K01432
UHM33.10831__k141_59412_172	K07146
UHM33.10831__k141_2872_86	K01952
UHM33.10831__k141_10623_22	K14287
UHM33.10831__k141_126973_15	NA
UHM33.10831__k141_126973_47	K01673
UHM33.10831__k141_130971_17	K07795
UHM33.10831__k141_119804_119	K00278
UHM36.10832__k141_120342_122	K00088
UHM36.10832__k141_36495_75	NA
UHM36.10832__k141_48554_5	K01661
UHM36.10832__k141_156853_37	NA
UHM36.10832__k141_163289_27	K02050
UHM36.10832__k141_163289_59	K01995
UHM36.10832__k141_181497_59	K13292
UHM36.10832__k141_187068_246	NA
UHM36.10832__k141_67490_41	K02380
UHM36.10832__k141_67490_73	K01754
UHM36.10832__k141_67490_73	K22589
UHM36.10832__k141_79161_11	NA
UHM36.10832__k141_79161_43	K09022
UHM36.10832__k141_24984_60	K06173
UHM36.10832__k141_24984_124	K00333
UHM36.10832__k141_24984_220	K01483
UHM36.10832__k141_43056_261	K21006
UHM36.10832__k141_55115_36	K14540
UHM36.10832__k141_55115_68	NA
UHM36.10832__k141_79379_41	NA
UHM36.10832__k141_170049_216	K15357
UHM36.10832__k141_170049_344	K03455
UHM36.10832__k141_170049_344	K11745
UHM36.10832__k141_170049_376	NA
UHM36.10832__k141_170049_408	K06878
UHM36.10832__k141_170049_440	K06911
UHM36.10832__k141_146302_16	K20757
UHM36.10832__k141_146302_48	K07214
UHM36.10832__k141_146302_112	NA
UHM36.10832__k141_146302_208	NA
UHM36.10832__k141_187216_108	NA
UHM36.10832__k141_68194_2	K03147
UHM36.10832__k141_175518_25	NA
UHM36.10832__k141_146583_134	K03446
UHM36.10832__k141_37961_52	NA
UHM36.10832__k141_37961_84	NA
UHM36.10832__k141_158305_33	NA
UHM36.10832__k141_115866_61	K00341
UHM36.10832__k141_115866_93	NA
UHM36.10832__k141_115866_157	K03593
UHM36.10832__k141_26074_7	K01676
UHM36.10832__k141_116012_31	NA
UHM36.10832__k141_133925_30	K02030
UHM36.10832__k141_133925_62	NA
UHM36.10832__k141_133925_126	K01997
UHM36.10832__k141_133925_190	NA
UHM36.10832__k141_133925_222	K25495
UHM36.10832__k141_133925_286	K11963
UHM36.10832__k141_152311_143	K05539
UHM36.10832__k141_32832_210	K14162
UHM36.10832__k141_32832_402	NA
UHM36.10832__k141_122300_86	NA
UHM36.10832__k141_122300_118	NA
UHM36.10832__k141_20590_10	NA
UHM36.10832__k141_3018_93	K02557
UHM36.10832__k141_110204_36	NA
UHM36.10832__k141_110204_100	NA
UHM36.10832__k141_93009_66	K02886
UHM36.10832__k141_141612_180	NA
UHM36.10832__k141_110208_97	K00344
UHM36.10832__k141_20931_2	K01338
UHM36.10832__k141_142063_237	NA
UHM36.10832__k141_34398_22	NA
UHM36.10832__k141_87855_96	K01799
UHM36.10832__k141_27997_146	K03520
UHM36.10832__k141_142755_31	K21745
UHM36.10832__k141_144321_9	K01929
UHM36.10832__k141_113987_29	NA
UHM36.10832__k141_10822_55	K13482
UHM36.10832__k141_10822_87	K13821
UHM36.10832__k141_10822_151	K03749
UHM36.10832__k141_10822_279	K07795
UHM36.35750__k141_46808_2	K03553
UHM36.35750__k141_10134_54	NA
UHM36.35750__k141_76750_86	K07584
UHM36.35750__k141_86703_489	K01998
UHM36.35750__k141_86703_521	NA
UHM36.35750__k141_60859_41	K03088
UHM36.35750__k141_93522_145	K02014
UHM36.35750__k141_33826_23	NA
UHM36.35750__k141_57283_97	K19967
UHM36.35750__k141_57283_129	K00868
UHM36.35750__k141_57283_161	NA
UHM36.35750__k141_57283_385	NA
UHM36.35750__k141_43901_94	NA
UHM36.35750__k141_73504_46	K02510
UHM36.35750__k141_30357_256	NA
UHM36.35750__k141_30357_288	K00891
UHM36.35750__k141_30357_288	K15546
UHM36.35750__k141_30545_64	K01756
UHM36.35750__k141_90552_280	K07795
UHM36.35750__k141_90552_312	NA
UHM36.35750__k141_90552_408	K02456
UHM36.35750__k141_70523_26	K02014
UHM36.35750__k141_70523_26	K16088
UHM36.35750__k141_70523_58	NA
UHM36.35750__k141_8075_2	NA
UHM36.35750__k141_77583_266	NA
UHM36.35750__k141_21107_78	K03564
UHM36.35750__k141_21107_110	K02673
UHM36.35750__k141_21107_142	NA
UHM36.35750__k141_21107_206	K07287
UHM36.35750__k141_21107_270	K03787
UHM36.35750__k141_34689_83	K02014
UHM36.35750__k141_84771_74	K11927
UHM36.35750__k141_84771_106	NA
UHM36.35750__k141_70872_249	NA
UHM36.35750__k141_94464_69	K07166
UHM36.35750__k141_94464_229	NA
UHM36.35750__k141_71149_63	K21757
UHM36.35750__k141_71149_127	K17989
UHM36.35750__k141_71217_53	K02413
UHM36.35750__k141_12145_111	K08225
UHM36.35750__k141_12145_239	K00451
UHM36.35750__k141_52792_102	NA
UHM36.35750__k141_92015_1	K02992
UHM36.35750__k141_72290_40	K01867
UHM36.35750__k141_22744_109	K04065
UHM36.35750__k141_22744_141	NA
UHM36.35750__k141_22744_173	K00111
UHM36.35750__k141_22744_205	K07795
UHM36.35750__k141_22744_301	K01633
UHM36.35750__k141_22744_429	K03799
UHM36.35750__k141_26499_54	K02072
UHM36.35750__k141_92494_78	K01918
UHM36.35750__k141_92494_142	NA
UHM36.35750__k141_92494_174	K05834
UHM36.35751__k141_5127_54	NA
UHM36.35751__k141_5127_150	NA
UHM36.35751__k141_15273_121	K18910
UHM36.35751__k141_40517_325	NA
UHM36.35751__k141_35614_12	K08167
UHM36.35751__k141_35614_76	K05807
UHM36.35751__k141_35614_108	NA
UHM36.35751__k141_2560_488	NA
UHM36.35751__k141_10204_136	K01077
UHM36.35751__k141_10204_264	K02897
UHM36.35751__k141_10204_328	K03500
UHM36.35751__k141_7851_21	K02014
UHM36.35751__k141_17971_363	K01190
UHM36.35751__k141_76022_368	K03699
UHM36.35751__k141_38086_401	K01923
UHM36.35751__k141_38086_465	NA
UHM36.35751__k141_38086_497	NA
UHM36.35751__k141_33123_8	K03641
UHM36.35751__k141_66105_113	K02529
UHM36.35751__k141_66105_113	K03435
UHM36.35751__k141_66105_209	NA
UHM36.35751__k141_66105_401	K19294
UHM36.35751__k141_66105_497	NA
UHM36.35751__k141_66105_529	K22083
UHM36.35751__k141_18016_29	K00981
UHM36.35751__k141_18016_61	K03088
UHM36.35751__k141_18016_61	K23514
UHM36.35751__k141_18016_253	K00342
UHM36.35751__k141_18016_285	K06132
UHM36.35751__k141_18016_317	K03686
UHM36.35751__k141_73859_257	NA
UHM36.35751__k141_51247_16	NA
UHM36.35751__k141_33400_8	K02014
UHM36.35751__k141_79116_84	K03802
UHM36.35751__k141_53834_230	K01173
UHM36.35751__k141_53834_262	K01928
UHM36.35751__k141_53834_326	K09947
UHM36.35751__k141_53834_486	K02073
UHM36.35751__k141_69298_26	K07795
UHM36.35751__k141_69298_58	K07347
UHM36.35751__k141_15751_207	NA
UHM36.35751__k141_15751_399	NA
UHM36.35751__k141_3074_24	NA
UHM36.35751__k141_13512_213	K26061
UHM36.35751__k141_20934_14	NA
UHM36.35751__k141_20938_51	NA
UHM36.35751__k141_1276_49	NA
UHM36.35751__k141_38501_111	NA
UHM36.35751__k141_38501_143	NA
UHM36.35751__k141_38501_175	NA
UHM36.35751__k141_38501_271	NA
UHM36.35751__k141_38501_303	NA
UHM36.35751__k141_38501_431	K00822
UHM36.35751__k141_61513_42	K00639
UHM36.35751__k141_61513_266	K01599
UHM36.35751__k141_61513_298	K20276
UHM36.35751__k141_16307_15	NA
UHM36.35751__k141_41351_9	K01487
UHM36.35751__k141_16344_43	K01267
UHM36.35751__k141_16344_75	NA
UHM36.35751__k141_24130_39	K09007
UHM36.35751__k141_18741_225	K04561
UHM36.35751__k141_18864_3	NA
UHM36.35751__k141_29353_31	NA
UHM36.35751__k141_61811_7	K00425
UHM36.35751__k141_61811_135	NA
UHM36.35751__k141_16765_5	NA
UHM36.35751__k141_26832_24	K09796
UHM36.35751__k141_27781_30	K07246
UHM36.35751__k141_27781_94	K00640
UHM36.35751__k141_22401_137	NA
UHM38.10833__k141_54267_3	NA
UHM38.10833__k141_17452_10	NA
UHM38.10833__k141_17452_42	K07029
UHM38.10833__k141_37209_3	K21394
UHM38.10833__k141_47868_2	NA
UHM38.10833__k141_11219_2	K03546
UHM38.10833__k141_52283_2	NA
UHM38.10833__k141_11389_2	NA
UHM38.10833__k141_2647_2	K01555
UHM38.10833__k141_35303_3	K03621
UHM38.10833__k141_13357_3	K07165
UHM38.10833__k141_9453_4	K06195
UHM38.10833__k141_13532_4	NA
UHM38.10833__k141_20245_15	NA
UHM38.10833__k141_44516_4	K01591
UHM38.10833__k141_46085_3	NA
UHM38.10833__k141_5410_2	K02115
UHM38.10833__k141_44804_1	NA
UHM38.10833__k141_24702_4	K02847
UHM38.10833__k141_35605_1	NA
UHM38.10833__k141_3665_5	NA
UHM38.10833__k141_10093_3	K02003
UHM38.10833__k141_10093_3	K02004
UHM38.10833__k141_10093_3	K05685
UHM38.10833__k141_29246_3	NA
UHM38.10833__k141_38842_1	K03340
UHM38.10833__k141_27488_6	K07506
UHM38.10833__k141_68557_7	K03320
UHM38.10833__k141_16185_7	K02458
UHM38.10833__k141_68772_4	NA
UHM38.10833__k141_66886_42	K07448
UHM38.10833__k141_66886_74	K03496
UHM38.10833__k141_33911_2	K03695
UHM38.10833__k141_41204_3	K02032
UHM38.10833__k141_29886_2	K19784
UHM38.10833__k141_66930_137	NA
UHM38.10833__k141_66930_233	NA
UHM38.10833__k141_16907_2	K00499
UHM38.10833__k141_64578_3	K02483
UHM38.10833__k141_64578_3	K07657
UHM38.35752__k141_59_6	K04744
UHM38.35752__k141_90234_2	NA
UHM38.35752__k141_90301_16	K07795
UHM38.35752__k141_90363_11	K00748
UHM38.35752__k141_37904_13	K00001
UHM38.35752__k141_37964_2	K01993
UHM38.35752__k141_113106_24	K05349
UHM38.35752__k141_233253_77	K07795
UHM38.35752__k141_577_9	NA
UHM38.35752__k141_128240_31	K09781
UHM38.35752__k141_23044_99	NA
UHM38.35752__k141_68460_7	K07118
UHM38.35752__k141_45874_27	K01940
UHM38.35752__k141_106209_33	K15555
UHM38.35752__k141_53537_16	NA
UHM38.35752__k141_120971_38	K18383
UHM38.35752__k141_233925_5	NA
UHM38.35752__k141_211320_150	NA
UHM38.35752__k141_211320_182	NA
UHM38.35752__k141_233976_2	K01995
UHM38.35752__k141_226258_4	K02948
UHM38.35752__k141_99540_3	K04719
UHM38.35752__k141_121474_6	K02952
UHM38.35752__k141_174031_6	NA
UHM38.35752__k141_114318_17	NA
UHM38.35752__k141_54323_8	K02050
UHM38.35752__k141_9031_19	K01738
UHM38.35752__k141_114448_10	NA
UHM38.35752__k141_235069_2	K25154
UHM38.35752__k141_144166_168	K06942
UHM38.35752__k141_227255_38	K00375
UHM38.35752__k141_129714_28	NA
UHM38.35752__k141_24493_4	NA
UHM38.35752__k141_39904_2	K06518
UHM38.35752__k141_182279_18	K03558
UHM38.35752__k141_235847_419	K01687
UHM38.35752__k141_79156_3	K01997
UHM38.35752__k141_153078_29	K02496
UHM38.35752__k141_206128_227	K06987
UHM38.35752__k141_49344_2	K15725
UHM38.35752__k141_146062_4	K01951
UHM38.35752__k141_116439_31	K02066
UHM38.35752__k141_116475_8	K03311
UHM38.35752__k141_11070_4	NA
UHM38.35752__k141_146756_1	K00286
UHM38.35752__k141_64904_14	K19745
UHM38.35752__k141_80220_7	NA
UHM38.35752__k141_177127_131	K03495
UHM38.35752__k141_140021_169	K03587
UHM38.35752__k141_162269_67	K03723
UHM38.35752__k141_162269_99	K00333
UHM38.35752__k141_193456_2	K00299
UHM38.35752__k141_148660_25	K18778
UHM38.35752__k141_28296_31	NA
UHM38.35753__k141_141670_45	K03523
UHM38.35753__k141_159815_7	NA
UHM38.35753__k141_195128_20	NA
UHM38.35753__k141_266285_8	K09001
UHM38.35753__k141_80428_4	NA
UHM38.35753__k141_80428_36	K02003
UHM38.35753__k141_80428_68	K01507
UHM38.35753__k141_257285_3	NA
UHM38.35753__k141_567_135	K02897
UHM38.35753__k141_98520_1	K02652
UHM38.35753__k141_151769_9	K01451
UHM38.35753__k141_10405_16	K00413
UHM38.35753__k141_107850_5	K08282
UHM38.35753__k141_196000_47	NA
UHM38.35753__k141_1436_10	K18912
UHM38.35753__k141_196103_24	NA
UHM38.35753__k141_72205_17	K07168
UHM38.35753__k141_240311_27	NA
UHM38.35753__k141_187963_6	K06179
UHM38.35753__k141_19540_4	K07120
UHM38.35753__k141_64404_5	K01961
UHM38.35753__k141_19782_3	K02067
UHM38.35753__k141_189714_2	K01999
UHM38.35753__k141_127191_13	NA
UHM38.35753__k141_109739_42	K21948
UHM38.35753__k141_190835_4	K06999
UHM38.35753__k141_146524_7	NA
UHM38.35753__k141_57475_10	NA
UHM38.35753__k141_243011_27	NA
UHM38.35753__k141_14060_16	NA
UHM38.35753__k141_121296_3	K07795
UHM38.35753__k141_95854_4	NA
UHM38.35753__k141_95854_36	NA
UHM38.35753__k141_51371_29	K11381
UHM38.35753__k141_51371_317	K03534
UHM38.35753__k141_60869_44	NA
UHM38.35753__k141_106203_7	NA
UHM38.35753__k141_70321_11	K02483
UHM38.35753__k141_265393_5	K01061
UHM38.35753__k141_238120_2	NA
UHM38.35753__k141_150517_23	K00832
UHM40.10834__k141_43611_66	K07667
UHM40.10834__k141_43611_98	NA
UHM40.10834__k141_43611_130	K00626
UHM40.10834__k141_16043_86	NA
UHM40.10834__k141_114788_171	K03893
UHM40.10834__k141_114788_203	K17762
UHM40.10834__k141_99309_82	NA
UHM40.10834__k141_99309_114	NA
UHM40.10834__k141_114815_36	K07795
UHM40.10834__k141_16051_18	K01894
UHM40.10834__k141_8505_2	NA
UHM40.10834__k141_44031_4	K01997
UHM40.10834__k141_24456_1	K03307
UHM40.10834__k141_84248_29	K03566
UHM40.10834__k141_930_94	K03710
UHM40.10834__k141_88122_28	K16514
UHM40.10834__k141_107931_9	NA
UHM40.10834__k141_107931_41	NA
UHM40.10834__k141_44606_30	K00500
UHM40.10834__k141_44606_94	NA
UHM40.10834__k141_44606_126	K07165
UHM40.10834__k141_111727_253	K01649
UHM40.10834__k141_56938_18	K07165
UHM40.10834__k141_29287_26	NA
UHM40.10834__k141_112632_2	K00849
UHM40.10834__k141_73783_7	NA
UHM40.10834__k141_73783_71	K01637
UHM40.10834__k141_89381_156	K01468
UHM40.10834__k141_6371_113	K20940
UHM40.10834__k141_86722_95	K00573
UHM40.10834__k141_74168_3	K12573
UHM40.10834__k141_21753_2	K01495
UHM40.10834__k141_47128_25	NA
UHM40.10834__k141_47128_57	K01997
UHM40.10834__k141_78799_1	K12251
UHM40.10834__k141_22705_59	NA
UHM40.35754__k141_126744_3	K01997
UHM40.35754__k141_74246_21	NA
UHM40.35754__k141_74246_117	K12243
UHM40.35754__k141_26410_3	NA
UHM40.35754__k141_13190_74	K01969
UHM40.35754__k141_18053_1	K02233
UHM40.35754__k141_22544_3	K06145
UHM40.35754__k141_1853_2	K07090
UHM40.35754__k141_36424_3	NA
UHM40.35754__k141_13701_480	K00765
UHM40.35754__k141_92799_17	K03596
UHM40.35754__k141_115067_2	K11903
UHM40.35754__k141_101638_326	NA
UHM40.35754__k141_28018_1	NA
UHM40.35754__k141_128270_3	K23535
UHM40.35754__k141_54441_129	K01265
UHM40.35754__k141_67903_2	K10439
UHM40.35754__k141_68118_2	K02012
UHM40.35754__k141_133147_3	NA
UHM40.35754__k141_29398_2	NA
UHM40.35754__k141_34699_3	NA
UHM40.35754__k141_121359_2	NA
UHM40.35754__k141_108160_232	K00337
UHM40.35754__k141_108160_488	K00560
UHM40.35754__k141_108160_584	K01201
UHM40.35754__k141_16233_1	K01447
UHM40.35755__k141_29417_15	K18480
UHM40.35755__k141_24530_10	K00645
UHM40.35755__k141_93073_2	K00286
UHM40.35755__k141_152031_7	K02935
UHM40.35755__k141_39470_17	K21071
UHM40.35755__k141_88385_27	K03455
UHM40.35755__k141_88385_27	K11747
UHM40.35755__k141_113108_3	K02051
UHM40.35755__k141_1170_3	NA
UHM40.35755__k141_30156_18	NA
UHM40.35755__k141_1237_136	K02299
UHM40.35755__k141_142523_18	K03802
UHM40.35755__k141_94008_44	NA
UHM40.35755__k141_88712_252	K18929
UHM40.35755__k141_88712_348	NA
UHM40.35755__k141_138350_60	K02563
UHM40.35755__k141_99496_22	NA
UHM40.35755__k141_2387_6	NA
UHM40.35755__k141_103957_13	K18300
UHM40.35755__k141_7947_21	K03743
UHM40.35755__k141_21304_18	K01104
UHM40.35755__k141_66157_90	NA
UHM40.35755__k141_66157_378	K03466
UHM40.35755__k141_109255_4	NA
UHM40.35755__k141_85693_1	NA
UHM40.35755__k141_80302_44	K01995
UHM40.35755__k141_60760_3	K02014
UHM40.35755__k141_90295_537	K02372
UHM40.35755__k141_90295_537	K02535
UHM40.35755__k141_90295_537	K16363
UHM40.35755__k141_135053_29	K03286
UHM40.35755__k141_135053_29	K04062
UHM40.35755__k141_67360_22	K01113
UHM40.35755__k141_124270_40	NA
UHM40.35755__k141_110172_2	K00077
UHM40.35755__k141_110179_4	K03217
UHM40.35755__k141_110179_36	K15727
UHM40.35755__k141_110936_1	K08234
UHM41.10835__k141_81667_7	K01424
UHM41.10835__k141_81667_7	K05597
UHM41.10835__k141_81667_39	K22879
UHM41.10835__k141_36644_32	NA
UHM41.10835__k141_56407_110	K02015
UHM41.10835__k141_56407_206	K21011
UHM41.10835__k141_62031_4	K02014
UHM41.10835__k141_62031_4	K16088
UHM41.10835__k141_62031_68	K21029
UHM41.10835__k141_62031_164	K07795
UHM41.10835__k141_62031_196	NA
UHM41.10835__k141_36771_15	NA
UHM41.10835__k141_42624_9	K03406
UHM41.10835__k141_42624_9	K03776
UHM41.10835__k141_42624_137	K00335
UHM41.10835__k141_42624_329	K13876
UHM41.10835__k141_34369_80	K05782
UHM41.10835__k141_73773_14	K19338
UHM41.10835__k141_80122_26	NA
UHM41.10835__k141_1563_8	K03578
UHM41.10835__k141_65511_257	K05782
UHM41.10835__k141_48780_59	K00020
UHM41.10835__k141_48780_59	K00042
UHM41.10835__k141_54351_113	K00404
UHM41.10835__k141_29066_66	K01997
UHM41.10835__k141_69029_33	K02342
UHM41.10835__k141_13350_3	NA
UHM41.10835__k141_10167_50	K15268
UHM41.10835__k141_72432_6	K01692
UHM41.10835__k141_39371_17	K02982
UHM41.10835__k141_52003_93	K07795
UHM41.10835__k141_52003_125	NA
UHM41.10835__k141_52003_157	NA
UHM41.10835__k141_45011_46	K07795
UHM41.10835__k141_52204_25	NA
UHM41.10835__k141_53392_17	K03699
UHM41.35756__k141_103076_3	NA
UHM41.35756__k141_75415_5	K02279
UHM41.35756__k141_19932_27	K03568
UHM41.35756__k141_43802_3	K03640
UHM41.35756__k141_119296_5	K04065
UHM41.35756__k141_36352_12	NA
UHM41.35756__k141_67961_2	K01998
UHM41.35756__k141_68108_4	K01496
UHM41.35756__k141_56139_5	K02034
UHM41.35756__k141_36583_91	K15125
UHM41.35756__k141_92254_3	K11249
UHM41.35756__k141_9224_10	K00219
UHM41.35756__k141_13166_3	K02015
UHM41.35756__k141_13166_3	K25027
UHM41.35756__k141_104528_6	NA
UHM41.35756__k141_120447_2	NA
UHM41.35756__k141_21122_4	K05799
UHM41.35756__k141_52845_3	K03183
UHM41.35756__k141_52902_13	NA
UHM41.35756__k141_57702_7	K04044
UHM41.35756__k141_25435_2	K00426
UHM41.35756__k141_73846_3	K07795
UHM41.35756__k141_125479_11	K16234
UHM41.35756__k141_106102_348	K01649
UHM41.35756__k141_125830_5	K10112
UHM41.35756__k141_118799_6	K13481
UHM41.35756__k141_78844_2	NA
UHM41.35757__k141_197883_250	K00259
UHM41.35757__k141_197883_250	K00324
UHM41.35757__k141_108679_4	K07795
UHM41.35757__k141_128443_26	K02463
UHM41.35757__k141_115632_13	K06181
UHM41.35757__k141_51773_7	K07574
UHM41.35757__k141_160462_156	K14063
UHM41.35757__k141_128806_45	K07795
UHM41.35757__k141_179564_45	K14058
UHM41.35757__k141_186096_23	NA
UHM41.35757__k141_90572_9	NA
UHM41.35757__k141_109431_280	K01733
UHM41.35757__k141_52012_27	NA
UHM41.35757__k141_141558_13	K00077
UHM41.35757__k141_141558_45	NA
UHM41.35757__k141_1816_14	K05799
UHM41.35757__k141_186647_20	K24163
UHM41.35757__k141_148101_13	K11250
UHM41.35757__k141_52442_51	NA
UHM41.35757__k141_65898_31	NA
UHM41.35757__k141_97588_851	K02357
UHM41.35757__k141_129974_28	K07795
UHM41.35757__k141_72334_8	K07795
UHM41.35757__k141_116812_1	K02073
